Region,Month,From_date,to_date,Holiday,Country
Europe & Russia,May-18,03/05/2018,03/05/2018,Constitution Day,POLAND
Far East & Australia,May-18,03/05/2018,03/05/2018,Constitution Day,JAPAN
Far East & Australia,May-18,04/05/2018,04/05/2018,Greenery Day,JAPAN
Europe & Russia,May-18,04/05/2018,04/05/2018,National Remembrance Day,NETHERLANDS
Far East & Australia,May-21,03-May-21,03-May-21,Labour Day,AUSTRALIA(NORTHERN TERRITORY)
Far East & Australia,May-18,05/05/2018,05/05/2018,Coronation Day,THAILAND
Africa,May-18,05/05/2018,05/05/2018,Patriot's Victory day,ETHIOPIA
Europe & Russia,May-18,05/05/2018,05/05/2018,Liberation day,NETHERLANDS
Far East & Australia,Oct-21,04-Oct-21,04-Oct-21,Labour Day,AUSTRALIA
MIddle East & GCC,Sep-18,11/09/2018,12/09/2018,Hijri NY/Muharram,"LEBANON, BAHRAIN, KUWAT, IRAQ"
Europe & Russia,May-18,08/05/2018,08/05/2018,V-E Day,FRANCE
Europe & Russia,May-18,08/05/2018,08/05/2018,Liberation day,CZECH REPUBLIC
Europe & Russia,May-18,09/05/2018,09/05/2018,Victory Day,RUSSIAN FEDERATION
Far East & Australia,May-18,07/05/2018,07/05/2018,Labour Day,AUSTRALIA(NORTHERN TERRITORY)
Americas,May-18,10/05/2018,10/05/2018,Ascension Day,VENEZUELA
Far East & Australia,Jun-19,04/06/2019,05/06/2019, Hari Raya Puasa ,"INDONESIA, MALAYSIA, SINGAPORE"
West -  South East Asia & Iran,May-18,10/05/2018,10/05/2018,Ascension Day,INDONESIA
Far East & Australia,May-18,13/05/2018,13/05/2018,Mother's Day,AUSTRALIA
Africa,Nov-19,01/11/2019,02/11/2019, All Saints/All Souls Day ,"MAURITIUS, SEYCHELLES ISLANDS, SENEGAL"
Far East & Australia,Jun-18,15/06/2018,17/06/2018,Hari Raya Puasa,"INDONESIA, MALAYSIA, SINGAPORE"
Europe & Russia,May-18,17/05/2018,17/05/2018,Constitution Day,NORWAY
Europe & Russia,May-18,19/05/2018,19/05/2018,Commemoration of Ataturk,TURKEY
Africa,Nov-18,01/11/2018,02/11/2018,All Saints/All Souls Day,"MAURITIUS, SEYCHELLES ISLANDS, SENEGAL"
Americas,May-18,21/05/2018,21/05/2018,Navy Day,CHILE
Americas,May-18,21/05/2018,21/05/2018,Victoria Day,CANADA
Far East & Australia,Oct-19,07/10/2019,07/10/2019, Labour Day ,AUSTRALIA
Far East & Australia,Oct-18,01/10/2018,01/10/2018,Labour Day,AUSTRALIA
Americas,Jul-19,01/07/2019,01/07/2019," St Peter , St Pauls Day ","COLOMBIA, CHILE, PERU , VENEZUELA"
Americas,Sep-19,02/09/2019,02/09/2019, Labour Day ,"UNITED STATES OF AMERICA , CANADA"
Americas,Jun-18,29/06/2018,29/06/2018,"St Peter , St Pauls Day","COLOMBIA, CHILE, PERU , VENEZUELA"
West -  South East Asia & Iran,May-18,28/05/2018,28/05/2018,Republic day,NEPAL
Americas,Sep-18,03/09/2018,03/09/2018,Labour Day,"UNITED STATES OF AMERICA , CANADA"
Americas,May-18,28/05/2018,28/05/2018,Memorial Day,UNITED STATES OF AMERICA
Africa,May-18,28/05/2018,28/05/2018,Downfall of the Derg,ETHIOPIA
"Far East , Australia",May-19,12/05/2019,12/05/2019, Buddha's Birthday ,"HONGKONG, SINGAPORE , SOUTH KOREA"
Africa,May-18,29/05/2018,29/05/2018,Democracy Day,NIGERIA
Americas,May-18,31/05/2018,31/05/2018,Corpus Christi,BRAZIL
"Far East , Australia",May-18,22/05/2018,22/05/2018,Buddha's Birthday,"HONGKONG, SINGAPORE , SOUTH KOREA"
Americas,Oct-18,12/10/2018,12/10/2018,Columbus Day,"CHILE, COLOMBIA, ARGENTINA, URUGUAY"
Africa,Jun-18,01/06/2018,01/06/2018,Madraka Day,KENYA
Europe & Russia,Dec-19,08/12/2019,08/12/2019, Immaculate Conception ,"AUSTRIA, ITALY, PORTUGAL,SPAIN,MALTA"
Europe & Russia,Jun-18,02/06/2018,02/06/2018,Republic day,ITALY
Africa,Jun-18,03/06/2018,03/06/2018,Martyr's Day,UGANDA
MIddle East & GCC,Jun-18,04/06/2018,04/06/2018,Demise of Imam Khomeini,IRAN
Europe & Russia,Jun-18,04/06/2018,04/06/2018,Bank Holiday,IRELAND
Far East & Australia,Jun-18,04/06/2018,04/06/2018,Queen's birthday,NEW ZEALAND
Europe & Russia,Jun-18,05/06/2018,05/06/2018,Constitution Day,DENMARK
MIddle East & GCC,Jun-18,05/06/2018,05/06/2018,Khordad national uprising,IRAN
Europe & Russia,Dec-18,08/12/2018,08/12/2018,Immaculate Conception,"AUSTRIA, ITALY, PORTUGAL,SPAIN,MALTA"
Far East & Australia,Jun-18,06/06/2018,06/06/2018,Memorial Day,SOUTH KOREA
Europe & Russia,Jun-18,06/06/2018,06/06/2018,National Day,SWEDEN
West -  South East Asia & Iran,Jun-18,06/06/2018,06/06/2018,Martyrdom of Imam Ali,IRAN
Europe & Russia,Jun-18,07/06/2018,07/06/2018,National Day,MALTA
West -  South East Asia & Iran,Jun-18,08/06/2018,08/06/2018,Jamatul Bidah,BANGLADESH
Africa,Jun-18,09/06/2018,09/06/2018,National Heroes Day,UGANDA
Europe & Russia,Jun-18,10/06/2018,10/06/2018,Portugal Day,PORTUGAL
Far East & Australia,Sep-19,12/09/2019,15/09/2019," Chuseok-Mid Autumn, Harvest Festival, Golden Week ","CHINA, SOUTH KOREA, TAIWAN, HONGKONG"
Far East & Australia,Jun-18,11/06/2018,11/06/2018,Queen's birthday,AUSTRALIA
Far East & Australia,Sep-18,23/09/2018,25/09/2018,"Chuseok-Mid Autumn, Harvest Festival, Golden Week","CHINA, SOUTH KOREA, TAIWAN, HONGKONG"
Europe & Russia,Jun-18,12/06/2018,12/06/2018,National Day,RUSSIAN FEDERATION
Far East & Australia,Jun-18,12/06/2018,12/06/2018,Independence Day,PHILIPPINES
Europe & Russia,Jun-18,13/06/2018,13/06/2018,Feast of St. Anthony,PORTUGAL
Africa,Jun-18,15/06/2018,15/06/2018,Korite,SENEGAL
Africa,Jun-18,16/06/2018,16/06/2018,Youth Day,SOUTH AFRICA
Americas,Jun-18,17/06/2018,17/06/2018,Martin Miguel de Guemes Day,ARGENTINA
West -  South East Asia & Iran,May-18,01/05/2018,01/05/2018,Labour Day,"MALDIVES, PAKISTAN, BANGLADESH, INDIA"
Americas,Jun-18,20/06/2018,20/06/2018,National Flag Day,ARGENTINA
Europe & Russia,Jun-18,22/06/2018,22/06/2018,Anti Fascist struggle day,CROATIA
Africa,Jan-19,06/01/2019,07/01/2019, Orthodox / Coptic Christmas ,"EGYPT, ETHIOPIA, REPUBLIC OF THE SUDAN"
Africa,Jun-18,25/06/2018,25/06/2018,Independence day,MOZAMBIQUE
Europe & Russia,Jun-18,25/06/2018,25/06/2018,State Holiday ,CROATIA
West -  South East Asia & Iran,Jun-18,28/06/2018,28/06/2018,Poson full moon poya,SRI LANKA
Europe & Russia,Jun-18,28/06/2018,28/06/2018,Constitution Day,UKRAINE
Africa,Jan-18,07/01/2018,08/01/2018,Orthodox / Coptic Christmas,"EGYPT, ETHIOPIA, REPUBLIC OF THE SUDAN"
Europe & Russia,Jun-18,29/06/2018,29/06/2018,St Peter & St Pauls Day,MALTA
West -  South East Asia & Iran,Nov-19,09/11/2019,10/11/2019, Milad ul Nabi/Mawlid/Maouloud ,"BANGLADESH , INDIA, MALDIVES, INDONESIA"
Africa,Jun-18,30/06/2018,30/06/2018,Revolution Day,REPUBLIC OF THE SUDAN
Africa,Jul-18,02/07/2018,02/07/2018,Heroes Day,ZAMBIA
Americas,Jul-18,02/07/2018,02/07/2018,St. Peter & Paul day,CHILE
Africa,Jul-18,04/07/2018,04/07/2018,Unity Day,ZAMBIA
Americas,Jul-18,04/07/2018,04/07/2018,Independence Day,UNITED STATES OF AMERICA
Americas,Jul-18,05/07/2018,05/07/2018,Independence Day,VENEZUELA
Africa,Jul-18,05/07/2018,05/07/2018,Independence Day,ALGERIA
West -  South East Asia & Iran,May-18,29/05/2018,30/05/2018,Wesak Bucha/Buddha Purnima,"SRI LANKA, BANGLADESH, INDONESIA, INDIA"
Europe & Russia,Jul-18,06/07/2018,06/07/2018,Jan Hus Day,CZECH REPUBLIC
Africa,Jul-18,07/07/2018,07/07/2018,Saba Saba Day,TANZANIA
Americas,Jul-18,09/07/2018,09/07/2018,Independence Day,ARGENTINA
Americas,Jul-18,09/07/2018,09/07/2018,State rebellion Day,BRAZIL
West -  South East Asia & Iran,Jul-18,09/07/2018,09/07/2018,Martyr's Day - Imam Sadeq,IRAN
Europe & Russia,Jul-18,12/07/2018,12/07/2018,Battle of Boyne,IRELAND
Europe & Russia,Jul-18,14/07/2018,14/07/2018,Bastille Day,FRANCE
West -  South East Asia & Iran,Jul-18,14/07/2018,14/07/2018,Republic day,IRAQ
Americas,Jul-18,16/07/2018,16/07/2018,Our lady of Mt Carmel,CHILE
Far East & Australia,Jul-18,16/07/2018,16/07/2018,Marine Day,JAPAN
Americas,Jul-18,18/07/2018,18/07/2018,Constitution Day,URUGUAY
West -  South East Asia & Iran,Nov-18,20/11/2018,20/11/2018,Milad ul Nabi/Mawlid/Maouloud,"BANGLADESH , INDIA, MALDIVES, INDONESIA"
Americas,May-19,01/05/2019,01/05/2019, Labour Day ,"ECUADOR, PANAMA, ARGENTINA, BRAZIL, CHILE"
Europe & Russia,Jul-18,21/07/2018,21/07/2018,National Day,BELGIUM
Africa,Jul-18,23/07/2018,23/07/2018,Revolution Day,EGYPT
MIddle East & GCC,Jul-18,23/07/2018,23/07/2018,Renaissance Day,OMAN
Africa,Jul-18,25/07/2018,25/07/2018,Republic day,TUNISIA
West -  South East Asia & Iran,Jul-18,26/07/2018,26/07/2018,Independence Day,MALDIVES
Far East & Australia,Jul-18,27/07/2018,27/07/2018,Asalha Puja,THAILAND
Americas,May-18,01/05/2018,01/05/2018,Labour Day,"ECUADOR, PANAMA, ARGENTINA, BRAZIL, CHILE"
Far East & Australia,Jul-18,28/07/2018,28/07/2018,King's birthday,MALAYSIA
Africa,Jul-18,30/07/2018,30/07/2018,Enthronement Day,MOROCCO
Europe & Russia,Aug-18,01/08/2018,01/08/2018,National Day,SWITZERLAND
Africa,Aug-18,03/08/2018,03/08/2018,Farmer's Day,ZAMBIA
Europe & Russia,Aug-18,05/08/2018,05/08/2018,Victory Day,CROATIA
Europe & Russia,Aug-18,06/08/2018,06/08/2018,August Bank Holiday,IRELAND
Americas,Aug-18,06/08/2018,06/08/2018,August Bank Holiday,CANADA
Europe & Russia,Jun-19,20/06/2019,20/06/2019, Corpus Christi ,"AUSTRIA, CROATIA, GERMANY, POLAND, PORTUGAL"
Europe & Russia,May-18,31/05/2018,31/05/2018,Corpus Christi,"AUSTRIA, CROATIA, GERMANY, POLAND, PORTUGAL"
Africa,Aug-18,08/08/2018,08/08/2018,Farmer's Day,TANZANIA
Africa,Aug-18,09/08/2018,09/08/2018,National Women's Day,SOUTH AFRICA
Far East & Australia,Aug-18,09/08/2018,09/08/2018,National Day,SINGAPORE
Americas,Aug-18,10/08/2018,10/08/2018,Independence day,ECUADOR
Far East & Australia,Aug-18,11/08/2018,11/08/2018,Mountain Day,JAPAN
Africa,Aug-18,13/08/2018,13/08/2018,Heroes Day,ZIMBABWE
Africa,Aug-18,14/08/2018,14/08/2018,Defence Forces Day,ZIMBABWE
Africa,Aug-18,14/08/2018,14/08/2018,Oued Ed Dahab Day,MOROCCO
West -  South East Asia & Iran,Aug-18,14/08/2018,14/08/2018,Independence Day,PAKISTAN
West -  South East Asia & Iran,Aug-18,15/08/2018,15/08/2018,Mourning Day,BANGLADESH
West -  South East Asia & Iran,Aug-18,15/08/2018,15/08/2018,Independence Day,INDIA
Far East & Australia,Aug-18,15/08/2018,15/08/2018,Liberation Day,SOUTH KOREA
Africa,Aug-19,15/08/2019,15/08/2019, Assumption Day ,"COTE DE I'VOIRE, SEYCHELLES ISLANDS,SENEGAL, MAURITIUS"
MIddle East & GCC,Aug-18,15/08/2018,15/08/2018,Assumption Day,LEBANON
Africa,Aug-18,15/08/2018,15/08/2018,Assumption Day,"COTE DE I'VOIRE, SEYCHELLES ISLANDS,SENEGAL, MAURITIUS"
West -  South East Asia & Iran,May-19,01/05/2019,01/05/2019, Labour Day ,"MALDIVES, PAKISTAN, BANGLADESH, INDIA, INDONESIA"
West -  South East Asia & Iran,Aug-18,17/08/2018,17/08/2018,Independence Day,INDONESIA
UAE ,Aug-18,20/08/2018,20/08/2018,Arafat Day,UAE
Europe & Russia,Aug-18,20/08/2018,20/08/2018,St.Stephens/National Day,HUNGARY
Africa,Aug-18,20/08/2018,20/08/2018,Revolution Day,MOROCCO
Americas,Aug-18,20/08/2018,20/08/2018,St. Martin's Day,ARGENTINA
Africa,Aug-18,21/08/2018,21/08/2018,Youth Day,MOROCCO
Far East & Australia,Aug-18,21/08/2018,21/08/2018,Ninoy Aquino Day,PHILIPPINES
Far East & Australia,Aug-18,22/08/2018,22/08/2018,Hari Raya Haji,SINGAPORE
Americas,Dec-19,08/12/2019,08/12/2019, Immaculate Conception ,"PANAMA, ARGENTINA, CHILE, COLOMBIA, PERU, VENEZUELA"
Europe & Russia,Aug-18,24/08/2018,24/08/2018,Independence Day,UKRAINE
West -  South East Asia & Iran,Aug-18,26/08/2018,26/08/2018,Nikini full moon poya,SRI LANKA
Americas,Dec-18,08/12/2018,08/12/2018,Immaculate Conception,"PANAMA, ARGENTINA, CHILE, COLOMBIA, PERU, VENEZUELA"
Far East & Australia,Aug-18,27/08/2018,27/08/2018,Heroes Day,PHILIPPINES
Europe & Russia,Aug-18,30/08/2018,30/08/2018,Victory Day,TURKEY
West -  South East Asia & Iran,Aug-18,30/08/2018,30/08/2018,Eid al Ghadir,IRAN
Far East & Australia,Aug-18,31/08/2018,31/08/2018,Independence Day,MALAYSIA
Far East & Australia,Sep-18,02/09/2018,02/09/2018,Father's Day,AUSTRALIA
Americas,Mar-19,01/03/2019,09/03/2019, Carnival ,"ARGENTINA, BRAZIL, ECUADOR,PANAMA, URUGUAY, VENEZUELA"
Americas,Sep-18,07/09/2018,07/09/2018,Independence Day,BRAZIL
Africa,Sep-18,07/09/2018,07/09/2018,Victory Day,MOZAMBIQUE
Europe & Russia,Sep-18,08/09/2018,08/09/2018,Feast of Victories,MALTA
Africa,Aug-19,30/08/2019,31/08/2019, Hijri NY/Muharram ,"ALGERIA,EGYPT,TUNISIA, SENEGAL, REPUBLIC OF THE SUDAN"
Africa,Sep-18,11/09/2018,11/09/2018,Enkutatash(NY),ETHIOPIA
Far East & Australia,Sep-18,12/09/2018,12/09/2018,Hijri NY/Muharram,MALAYSIA
Africa,Sep-18,12/09/2018,12/09/2018,Al Hijra/ Islamic New Year,ALGERIA
West -  South East Asia & Iran,Sep-18,13/09/2018,13/09/2018,Ganesh Chathurti,INDIA
Africa,Sep-18,13/09/2018,13/09/2018,Ganesh Chathurti,MAURITIUS
Americas,Sep-18,16/09/2018,16/09/2018,Independence Day,MEXICO
Americas,Feb-18,09/02/2018,14/02/2018,Carnival,"ARGENTINA, BRAZIL, ECUADOR,PANAMA, URUGUAY, VENEZUELA"
Africa,Sep-18,17/09/2018,17/09/2018,National Day,ANGOLA
Far East & Australia,Sep-18,17/09/2018,17/09/2018,Respect for the aged,JAPAN
Americas,Sep-18,18/09/2018,18/09/2018,National Day,CHILE
Americas,Sep-18,19/09/2018,19/09/2018,Army Day,CHILE
Africa,Sep-18,20/09/2018,20/09/2018,Ashurra,ALGERIA
Africa,Sep-18,11/09/2018,12/09/2018,Hijri NY/Muharram,"ALGERIA,EGYPT,TUNISIA, SENEGAL, REPUBLIC OF THE SUDAN"
Europe & Russia,Sep-18,21/09/2018,21/09/2018,Independence day,MALTA
Africa,Sep-18,21/09/2018,21/09/2018,Founder's Day,GHANA
MIddle East & GCC,Sep-18,23/09/2018,23/09/2018,National day,SAUDI ARABIA
West -  South East Asia & Iran,Sep-18,24/09/2018,24/09/2018,Binara full moon poya,SRI LANKA
Africa,Sep-18,24/09/2018,24/09/2018,Heritage Day,SOUTH AFRICA
Far East & Australia,Sep-18,24/09/2018,24/09/2018,Constitution Day,CAMBODIA
West -  South East Asia & Iran,May-19,19/05/2019,20/05/2019, Wesak Bucha/Buddha Purnima ,"SRI LANKA, BANGLADESH, INDONESIA, INDIA, THAILAND, UNION OF MYANMAR"
Far East & Australia,May-18,29/05/2018,29/05/2018,Wesak Bucha/Buddha Purnima,"SINGAPORE, MALAYSIA, THAILAND, CAMBODIA, INDONESIA, UNION OF MYANMAR"
Africa,Sep-18,27/09/2018,27/09/2018,Meskel,ETHIOPIA
Europe & Russia,Sep-18,28/09/2018,28/09/2018,St Wenceslas Day,CZECH REPUBLIC
Americas,Oct-19,14/10/2019,14/10/2019, Columbus Day ,"CHILE, COLOMBIA, ARGENTINA, URUGUAY, UNITED STATES OF AMERICA"
Europe & Russia,Oct-18,01/10/2018,01/10/2018,Independence Day,CYPRUS
Africa,Oct-18,01/10/2018,01/10/2018,Independence Day,NIGERIA
Americas,Nov-19,01/11/2019,02/11/2019, All Saints/All Souls Day ,"PERU, CHILE, BRAZIL, COLOMBIA, MEXICO, URUGUAY, UNITED STATES OF AMERICA"
West -  South East Asia & Iran,Oct-18,02/10/2018,02/10/2018,Gandhi Jayanti,INDIA
Americas,Nov-18,01/11/2018,02/11/2018,All Saints/All Souls Day,"PERU, CHILE, BRAZIL, COLOMBIA, MEXICO, URUGUAY, UNITED STATES OF AMERICA"
Europe & Russia,Oct-18,03/10/2018,03/10/2018,Unity Day,GERMANY
MIddle East & GCC,Oct-18,03/10/2018,03/10/2018,Independence Day,IRAQ
Far East & Australia,Oct-18,03/10/2018,03/10/2018,National Foundation Day,SOUTH KOREA
Africa,Oct-18,04/10/2018,04/10/2018,Day of peace & reconciliation,MOZAMBIQUE
Europe & Russia,Oct-18,05/10/2018,05/10/2018,Republic day,PORTUGAL
Africa,Oct-18,06/10/2018,06/10/2018,Armed forces Day,EGYPT
Americas,Oct-18,08/10/2018,08/10/2018,Columbus Day,UNITED STATES OF AMERICA
Americas,Oct-18,08/10/2018,08/10/2018,Thanksgiving Day,CANADA
Americas,Oct-18,08/10/2018,08/10/2018,Day of Respect for Cultural Diversity,ARGENTINA
Far East & Australia,Oct-18,08/10/2018,08/10/2018,Health & Sports Day,JAPAN
Europe & Russia,Oct-18,08/10/2018,08/10/2018,Independence Day,CROATIA
Europe & Russia,Jan-19,06/01/2019,06/01/2019, Epiphany   ,"AUSTRIA, ARMENIA, POLAND, ITALY,CYPRUS,CROATIA, FINLAND,SWEDEN, GREECE, SPAIN"
Africa,Oct-18,09/10/2018,09/10/2018,Independence Day,UGANDA
Americas,Oct-18,09/10/2018,09/10/2018,Independence Day of Guayaquil,ECUADOR
Far East & Australia,Oct-18,10/10/2018,10/10/2018,ROC National day,TAIWAN
Europe & Russia,Oct-18,12/10/2018,12/10/2018,Columbus Day/Hispanic day,SPAIN
Europe & Russia,Jan-18,06/01/2018,06/01/2018,Epiphany  ,"AUSTRIA, ARMENIA, POLAND, ITALY,CYPRUS,CROATIA, FINLAND,SWEDEN, GREECE, SPAIN"
Americas,Oct-18,12/10/2018,12/10/2018,Lady of Aparecida,BRAZIL
Africa,Oct-18,14/10/2018,14/10/2018,Mwalimu Nyerere Day,TANZANIA
Americas,Oct-18,15/10/2018,15/10/2018,Race Day,CHILE
Africa,Oct-18,15/10/2018,15/10/2018,Evacuation Day,TUNISIA
Far East & Australia,Oct-18,15/10/2018,15/10/2018,Commemoration of King's Father,CAMBODIA
Far East & Australia,May-19,01/05/2019,01/05/2019, Labour Day ,"MALAYSIA, MYANMAR, PHILIPPINES, THAILAND, CHINA, CAMBODIA, HONGKONG, SINGAPORE"
Africa,Oct-18,18/10/2018,18/10/2018,National Prayer Day,ZAMBIA
West -  South East Asia & Iran,Oct-18,19/10/2018,19/10/2018,Durga Puja,BANGLADESH
Africa,Oct-18,20/10/2018,20/10/2018,Mashujaa Day,KENYA
Far East & Australia,Oct-18,22/10/2018,22/10/2018,Labour Day,NEW ZEALAND
Far East & Australia,May-18,01/05/2018,01/05/2018,Labour Day,"MALAYSIA, MYANMAR, PHILIPPINES, THAILAND, CHINA, CAMBODIA, HONGKONG, SINGAPORE"
Europe & Russia,Oct-18,23/10/2018,23/10/2018,Republic day,HUNGARY
Far East & Australia,Oct-18,23/10/2018,23/10/2018,Peace Day,CAMBODIA
Far East & Australia,Oct-18,23/10/2018,23/10/2018,Chulalongkorn Day,THAILAND
Africa,Nov-19,09/11/2019,10/11/2019, Milad ul Nabi/Mawlid/Maouloud ,"ALGERIA, COTE D IVOIRE, ETHIOPIA, EGYPT, REPUBLIC OF THE SUDAN, SENEGAL, TUNISIA"
Africa,Oct-18,24/10/2018,24/10/2018,Independence day,ZAMBIA
Europe & Russia,Oct-18,26/10/2018,26/10/2018,National day,AUSTRIA
Europe & Russia,Oct-18,28/10/2018,28/10/2018,Independence day,CZECH REPUBLIC
Africa,Nov-18,20/11/2018,20/11/2018,Milad ul Nabi/Mawlid/Maouloud,"ALGERIA, COTE D IVOIRE, ETHIOPIA, EGYPT, REPUBLIC OF THE SUDAN, SENEGAL, TUNISIA"
Europe & Russia,Oct-18,29/10/2018,29/10/2018,Republic day,TURKEY
Far East & Australia,Oct-18,29/10/2018,29/10/2018,King's coronation Day,CAMBODIA
West -  South East Asia & Iran,Oct-18,30/10/2018,30/10/2018,Arabaeen,IRAN
Europe & Russia,Oct-18,31/10/2018,31/10/2018,Halloween holiday,IRELAND
Americas,Oct-18,31/10/2018,31/10/2018,Reformation Day,CHILE
Africa,Nov-18,01/11/2018,01/11/2018,Anniversary of the reunion,ALGERIA
Africa,Nov-18,02/11/2018,02/11/2018,Arrival of Indentured Labourers,MAURITIUS
Americas,Nov-18,03/11/2018,03/11/2018,Independence of Cuenca,ECUADOR
Americas,Nov-18,03/11/2018,03/11/2018,Seperation Day,PANAMA
West -  South East Asia & Iran,Nov-18,03/11/2018,03/11/2018,Victory day,MALDIVES
Far East & Australia,Nov-18,03/11/2018,03/11/2018,Culture Day,JAPAN
Americas,Nov-18,04/11/2018,04/11/2018,Flag Day,PANAMA
Americas,Nov-18,05/11/2018,05/11/2018,Colon Day,PANAMA
Africa,Nov-18,06/11/2018,06/11/2018,Green March Day,MOROCCO
Africa,Nov-18,07/11/2018,07/11/2018,Diwali,MAURITIUS
West -  South East Asia & Iran,Nov-18,07/11/2018,07/11/2018,Martyrdom of Iman Hasan,IRAN
West -  South East Asia & Iran,Nov-18,08/11/2018,08/11/2018,Martryrdom of Imam Reza,IRAN
Far East & Australia,Nov-18,09/11/2018,09/11/2018,Independence Day,CAMBODIA
West -  South East Asia & Iran,Nov-18,09/11/2018,09/11/2018,Iqbal Day,PAKISTAN
West -  South East Asia & Iran,Nov-18,09/11/2018,09/11/2018,Quamee Dhuvas,MALDIVES
Americas,Nov-18,10/11/2018,10/11/2018,Los Santos Uprising Day,PANAMA
West -  South East Asia & Iran,Nov-18,11/11/2018,11/11/2018,Republic day,MALDIVES
Europe & Russia,May-19,30/05/2019,30/05/2019, Ascension Day ,"AUSTRIA, BELGIUM, DENMARK, FRANCE, FINLAND, GERMANY, NETHERLANDS, NORWAY, SWEDEN, SWITZERLAND"
Europe & Russia,Nov-18,11/11/2018,11/11/2018,Independence Day,POLAND
Americas,Nov-18,11/11/2018,11/11/2018,Remembrance Day,CANADA
Americas,Nov-18,11/11/2018,11/11/2018,Veteran's Day,UNITED STATES OF AMERICA
Europe & Russia,Nov-18,11/11/2018,11/11/2018,Father's Day,FINLAND
Americas,Nov-18,15/11/2018,15/11/2018,Republic day,BRAZIL
Europe & Russia,Aug-19,15/08/2019,15/08/2019, Assumption Day ,"AUSTRIA, BELGIUM, CROATIA, FRANCE, GERMANY, GREECE,HUNGARY,ITALY,MALTA, POLAND, PORTUGAL, SPAIN"
Europe & Russia,Aug-18,15/08/2018,15/08/2018,Assumption Day,"AUSTRIA, BELGIUM, CROATIA, FRANCE, GERMANY, GREECE,HUNGARY,ITALY,MALTA, POLAND, PORTUGAL, SPAIN"
Africa,Nov-18,18/11/2018,18/11/2018,Independence Day ,MOROCCO
Africa,Nov-18,20/11/2018,20/11/2018,Milad ul Nabi/Mawlid/Maouloud,MOROCCO
MIddle East & GCC,Nov-18,18/11/2018,18/11/2018,National Day,OMAN
MIddle East & GCC,Nov-18,19/11/2018,19/11/2018,Sultan's Birthday,OMAN
Americas,Nov-18,20/11/2018,20/11/2018,Revolution Day,MEXICO
Americas,Nov-18,20/11/2018,20/11/2018,Black conciousness Day,BRAZIL
Americas,Nov-18,26/11/2018,26/11/2018,National Sovereignty Day,ARGENTINA
UAE ,Nov-18,20/11/2018,20/11/2018,Milad ul Nabi/Mawlid/Maouloud,UAE
Europe & Russia,May-18,10/05/2018,10/05/2018,Ascension Day,"AUSTRIA, BELGIUM, DENMARK, FRANCE, FINLAND, FRANCE, GERMANY, NETHERLANDS, NORWAY, SWEDEN, SWITZERLAND"
Far East & Australia,Nov-18,20/11/2018,20/11/2018,Milad ul Nabi/Mawlid/Maouloud,MALAYSIA
Far East & Australia,Feb-19,04/02/2019,10/02/2019, Chinese New Year ,"CHINA, HONGKONG, MALAYSIA, SINGAPORE, SOUTH KOREA, INDONESIA, PHLIPPINES, TAIWAN, VIETNAM (TET NEW YEAR), THAILAND"
Europe & Russia,Nov-19,01/11/2019,02/11/2019, All Saints/All Souls Day ,"AUSTRIA, BELGIUM, CROATIA, FRANCE, FINLAND, SWEDEN,GERMANY, HUNGARY, ITALY, POLAND, PORTUGAL, SPAIN, UNITED KINGDOM"
Europe & Russia,Nov-18,01/11/2018,02/11/2018,All Saints/All Souls Day,"AUSTRIA, BELGIUM, CROATIA, FRANCE, FINLAND, SWEDEN,GERMANY, HUNGARY, ITALY, POLAND, PORTUGAL, SPAIN, UNITED KINGDOM"
West -  South East Asia & Iran,Nov-18,22/11/2018,22/11/2018,Ill full moon poya,SRI LANKA
MIddle East & GCC,Nov-18,22/11/2018,22/11/2018,Independence Day,LEBANON
Americas,Nov-18,22/11/2018,22/11/2018,Thanksgiving Day,UNITED STATES OF AMERICA
Far East & Australia,Nov-18,23/11/2018,23/11/2018,Thanksgiving Day,JAPAN
West -  South East Asia & Iran,Nov-18,25/11/2018,25/11/2018,Birthday of Imam Sadeq,IRAN
West -  South East Asia & Iran,Nov-18,25/11/2018,25/11/2018,Birthday of Muhammad(mawlid),IRAN
Americas,Nov-18,28/11/2018,28/11/2018,Independence Day,PANAMA
Far East & Australia,Nov-18,30/11/2018,30/11/2018,Bonifcio Day,PHILIPPINES
Far East & Australia,Feb-18,15/02/2018,21/02/2018,Chinese New Year,"CHINA, HONGKONG, MALAYSIA, SINGAPORE, SOUTH KOREA, INDONESIA, PHLIPPINES, TAIWAN, VIETNAM (TET NEW YEAR), THAILAND"
UAE ,Nov-18,30/11/2018,30/11/2018,Martyr's Day,UAE
MIddle East & GCC,Nov-18,30/11/2018,30/11/2018,Independence Day,YEMEN
Europe & Russia,Dec-18,01/12/2018,01/12/2018,National Day,ROMANIA
Europe & Russia,Dec-18,01/12/2018,01/12/2018,Independence Day,PORTUGAL
Europe & Russia,Dec-19,26/12/2019,26/12/2019, St Stephen's Day ,"AUSTRIA,CROATIA, CZECH REPUBLIC, DENMARK,FRANCE, GERMANY, FINLAND, HUNGARY, IRELAND, ITALY, NORWAY, NETHERLAND, POLAND, SPAIN"
UAE ,Dec-18,02/12/2018,02/12/2018,National day,UAE
West -  South East Asia & Iran,Dec-18,22/12/2018,22/12/2018,Unduvap Full moon Poya,SRI LANKA
